group,label,count,share_of_errors,share_of_queries
gold_memory_types,plan|work,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,health|preference,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,emotion|event|hobby|preference|work,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,family|health,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,emotion|event|work,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,goal|preference,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,emotion|preference,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,goal|health|other,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,hobby|other,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,family|goal|hobby|work,3,0.0032858707557502738,0.001632208922742111
gold_memory_types,emotion|plan|relationship,2,0.002190580503833516,0.001088139281828074
gold_memory_types,plan|preference,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|health,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|goal|preference,2,0.002190580503833516,0.001088139281828074
gold_memory_types,belief|goal,2,0.002190580503833516,0.001088139281828074
gold_memory_types,family|identity,2,0.002190580503833516,0.001088139281828074
gold_memory_types,emotion|event|goal|work,2,0.002190580503833516,0.001088139281828074
gold_memory_types,family|relationship,2,0.002190580503833516,0.001088139281828074
gold_memory_types,emotion|event|plan,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|family|preference,2,0.002190580503833516,0.001088139281828074
gold_memory_types,emotion|plan,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|hobby|plan|preference,2,0.002190580503833516,0.001088139281828074
gold_memory_types,education|event,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|preference|relationship,2,0.002190580503833516,0.001088139281828074
gold_memory_types,plan|relationship,2,0.002190580503833516,0.001088139281828074
gold_memory_types,emotion|event|family,2,0.002190580503833516,0.001088139281828074
gold_memory_types,identity,2,0.002190580503833516,0.001088139281828074
gold_memory_types,emotion|health,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|family|plan,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|hobby|preference|work,2,0.002190580503833516,0.001088139281828074
gold_memory_types,family|hobby|other,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|hobby|work,2,0.002190580503833516,0.001088139281828074
gold_memory_types,education|plan,2,0.002190580503833516,0.001088139281828074
gold_memory_types,education|family|goal,2,0.002190580503833516,0.001088139281828074
gold_memory_types,education|event|relationship,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|goal|health|other,2,0.002190580503833516,0.001088139281828074
gold_memory_types,event|goal|plan,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|identity|plan,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|identity,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|goal,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|goal|plan|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,hobby|preference|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,goal|hobby|preference|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|plan|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|plan|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|goal|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,goal|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|goal|hobby|identity,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|hobby|other|preference|relationship|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|goal|plan|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|family|other,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|hobby|preference|relationship|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|goal|hobby,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|goal|hobby|preference|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,other|plan|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|hobby|relationship|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|hobby|plan|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|identity,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|relationship|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|health|plan,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|goal|plan|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|project,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|goal|plan|preference|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,goal|hobby|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,project,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|event|goal|plan|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|hobby,1,0.001095290251916758,0.000544069640914037
gold_memory_types,family|plan,1,0.001095290251916758,0.000544069640914037
gold_memory_types,family|hobby|identity,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|preference|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,family|skill,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|plan|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|event|hobby|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|family|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,family|other,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|hobby|plan|preference|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|event|family|goal|hobby|plan|preference|relationship|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|preference|relationship|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,education|goal|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,habit,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|family,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|goal|health|other|plan|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,health|hobby|plan|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|goal|plan|preference|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|goal|health|hobby|plan|preference,1,0.001095290251916758,0.000544069640914037
gold_memory_types,goal|health,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|health|hobby|plan|preference|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|health|hobby,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|health|plan|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,hobby|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,health|plan,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|goal|hobby|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,goal|hobby|plan|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,emotion|event|goal|plan|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,hobby|plan|preference|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,goal|hobby|plan|preference|work,1,0.001095290251916758,0.000544069640914037
gold_memory_types,preference|relationship,1,0.001095290251916758,0.000544069640914037
gold_memory_types,event|hobby|plan,1,0.001095290251916758,0.000544069640914037
gold_memory_types,hobby|plan|preference,1,0.001095290251916758,0.000544069640914037
